#              u               K              ΔK               V              ΔV           V_ext          ΔV_ext           V_int          ΔV_int               E              ΔE            E_mu           ΔE_mu             K/N            ΔK/N             V/N            ΔV/N             E/N            ΔE/N               N              ΔN             N^2            ΔN^2         density        Δdensity        diagonal       Δdiagonal
 -1.50000000E+01  1.78224071E+03  1.71853756E+00 -5.24525461E+03  2.20880149E+00 -4.26563525E+03  6.76421977E-01 -9.59414182E+02  1.55026306E+00 -3.46301390E+03  9.21401003E-01 -2.76466101E+03  7.24968291E-01  3.82800203E+01  1.77164129E-02 -1.12672816E+02  3.61491108E-02 -7.43927955E+01  4.31105264E-02  4.65568597E+01  3.27390782E-02  2.16793210E+03  3.04208822E+00  1.85145801E-02  1.30195707E-05  7.05423459E-01  7.38217331E-03
 -1.60000000E+01  1.79287429E+03  2.84268922E+00 -5.22525389E+03  3.70985454E+00 -4.26536593E+03  1.01162490E+00 -9.38644965E+02  2.68468887E+00 -3.43237959E+03  1.19185795E+00 -2.68855738E+03  7.67918582E-01  3.85635919E+01  2.30314581E-02 -1.12410086E+02  6.41095066E-02 -7.38464942E+01  7.43559603E-02  4.64888885E+01  5.85140383E-02  2.16174136E+03  5.43071363E+00  1.84875495E-02  2.32696731E-05  7.09362525E-01  1.02117964E-02
 -1.70000000E+01  1.73984661E+03  2.07889959E+00 -5.18447888E+03  2.69751135E+00 -4.24884457E+03  8.15372191E-01 -9.16033556E+02  1.87221506E+00 -3.44463227E+03  1.05473395E+00 -2.67041660E+03  7.36790107E-01  3.82023834E+01  1.89361151E-02 -1.13856731E+02  5.17174809E-02 -7.56543479E+01  5.80590103E-02  4.55420980E+01  4.36460088E-02  2.07473430E+03  3.98126866E+00  1.81110329E-02  1.73570022E-05  7.29372530E-01  5.43502129E-03
 -1.80000000E+01  1.97967517E+03  2.56450965E+00 -5.39667130E+03  2.81354426E+00 -4.50160682E+03  1.14350149E+00 -8.67549913E+02  1.80820462E+00 -3.41699614E+03  9.86946179E-01 -2.56533864E+03  9.67137642E-01  4.18407189E+01  2.45618524E-02 -1.14072579E+02  3.89166573E-02 -7.22318605E+01  5.59994102E-02  4.73143051E+01  3.93331543E-02  2.23916932E+03  3.72675361E+00  1.88157985E-02  1.56418804E-05  6.46227924E-01  7.03947084E-03
 -1.90000000E+01  1.69820957E+03  1.31619134E+00 -5.12075181E+03  1.67188170E+00 -4.23130626E+03  5.45656984E-01 -8.70412964E+02  1.15552932E+00 -3.42254224E+03  8.56461805E-01 -2.57889840E+03  6.77290062E-01  3.82469512E+01  1.81370331E-02 -1.15340629E+02  3.89082795E-02 -7.70936778E+01  3.92344682E-02  4.44023073E+01  2.85917760E-02  1.97203558E+03  2.54841457E+00  1.76577647E-02  1.13702836E-05  8.46882489E-01  3.48375922E-03
 -2.00000000E+01  1.68467857E+03  1.14884822E+00 -5.10033904E+03  1.32060947E+00 -4.22540199E+03  4.60215356E-01 -8.56217281E+02  8.96699489E-01 -3.41566047E+03  7.23614592E-01 -2.53486256E+03  6.83300005E-01  3.82543168E+01  1.72591399E-02 -1.15826119E+02  2.72027559E-02 -7.75718019E+01  3.24212027E-02  4.40398953E+01  2.09449543E-02  1.93996394E+03  1.85039535E+00  1.75136419E-02  8.32932094E-06  6.80906930E-01  4.59997175E-03
 -2.10000000E+01  1.66806985E+03  1.26195221E+00 -5.07306138E+03  1.34029752E+00 -4.21735752E+03  4.90527330E-01 -8.37002678E+02  8.92595470E-01 -3.40499153E+03  7.83018502E-01 -2.49069222E+03  7.33152304E-01  3.83141468E+01  1.82745514E-02 -1.16540805E+02  3.29771542E-02 -7.82266583E+01  3.75255310E-02  4.35380628E+01  2.26608048E-02  1.89618517E+03  1.96242250E+00  1.73140748E-02  9.01167519E-06  6.49877580E-01  6.40552936E-03
 -2.20000000E+01  1.63950668E+03  1.37769455E+00 -5.02576135E+03  1.99570969E+00 -4.20325357E+03  6.95134942E-01 -8.04324271E+02  1.31603181E+00 -3.38625467E+03  1.04956748E+00 -2.44781765E+03  6.72697784E-01  3.84405486E+01  1.66664553E-02 -1.17859884E+02  5.12625752E-02 -7.94193356E+01  4.95527373E-02  4.26562284E+01  3.45396202E-02  1.82063818E+03  2.94531978E+00  1.69633897E-02  1.37356037E-05  6.77304889E-01  5.27829891E-03
 -2.30000000E+01  1.61942111E+03  1.39268678E+00 -4.95057700E+03  1.83403290E+00 -4.18510356E+03  5.61438128E-01 -7.46823494E+02  1.27385874E+00 -3.33115588E+03  6.80604428E-01 -2.37379354E+03  4.13662153E-01  3.89191594E+01  1.40055727E-02 -1.19020682E+02  4.90227467E-02 -8.01015225E+01  4.92434494E-02  4.16244497E+01  3.17396537E-02  1.73473922E+03  2.64646291E+00  1.65530754E-02  1.26221220E-05  6.88412614E-01  5.73164618E-03
 -2.40000000E+01  1.47742880E+03  2.06164859E+00 -4.67401474E+03  4.75298361E+00 -4.08273431E+03  1.75995869E+00 -5.75483821E+02  2.96421309E+00 -3.19658594E+03  2.74005597E+00 -2.36044634E+03  2.94270245E-01  4.27790048E+01  8.45749399E-02 -1.35508964E+02  3.11369052E-01 -9.27299595E+01  2.27559639E-01  3.48391502E+01  1.14212356E-01  1.23087962E+03  7.97432809E+00  1.38547196E-02  4.54195971E-05  6.91655722E-01  1.25566344E-02
