#              u               K              ΔK               V              ΔV           V_ext          ΔV_ext           V_int          ΔV_int               E              ΔE            E_mu           ΔE_mu             K/N            ΔK/N             V/N            ΔV/N             E/N            ΔE/N               N              ΔN             N^2            ΔN^2         density        Δdensity        diagonal       Δdiagonal
 -3.00000000E+01  2.67361087E+03  6.97455275E-01 -9.29975295E+03  3.29167915E-01 -8.40510310E+03  2.66920160E-01 -8.71126856E+02  1.82418861E-01 -6.62614208E+03  7.44191373E-01 -4.85597852E+03  7.41742629E-01  4.53113037E+01  1.18395062E-02 -1.57608554E+02  5.55831320E-03 -1.12297250E+02  1.24867612E-02  5.90054520E+01  5.17843798E-04  3.48164883E+03  6.16271260E-02  1.04289314E-02  9.15263759E-08  6.50822217E-01  3.16489826E-04
 -3.10000000E+01  2.88032217E+03  6.99941972E-01 -9.60336278E+03  3.57283160E-01 -8.67827584E+03  2.96517023E-01 -8.97399454E+02  1.89727023E-01 -6.72304061E+03  6.60426840E-01 -4.83192990E+03  6.60075951E-01  4.72156702E+01  1.14774069E-02 -1.57423079E+02  5.87022055E-03 -1.10207409E+02  1.08226974E-02  6.10035714E+01  4.54123000E-04  3.72143929E+03  5.58571290E-02  1.07820894E-02  8.02641794E-08  6.70686410E-01  2.84408553E-04
 -3.20000000E+01  2.77498486E+03  8.46937335E-01 -9.45330238E+03  3.65394370E-01 -8.54197640E+03  2.97669225E-01 -8.85777484E+02  2.00352178E-01 -6.67831752E+03  8.08977871E-01 -4.75828702E+03  8.08069067E-01  4.62490186E+01  1.41227426E-02 -1.57552569E+02  6.00385074E-03 -1.11303551E+02  1.34357843E-02  6.00009531E+01  2.19294611E-04  3.60011533E+03  2.65346479E-02  1.06048815E-02  3.87592744E-08  6.95632282E-01  2.57919930E-04
 -3.30000000E+01  2.67494436E+03  7.12697298E-01 -9.29996509E+03  3.42966205E-01 -8.40474193E+03  2.76579408E-01 -8.71715822E+02  1.86134945E-01 -6.62502073E+03  6.38187262E-01 -4.67801088E+03  6.38048600E-01  4.53378141E+01  1.20769555E-02 -1.57625740E+02  5.78613529E-03 -1.12287926E+02  1.08096388E-02  5.90002986E+01  9.27488284E-05  3.48103554E+03  1.10371106E-02  1.04280206E-02  1.63928837E-08  7.16897308E-01  2.70681390E-04
 -3.40000000E+01  2.67363570E+03  6.69026026E-01 -9.29942328E+03  3.12174179E-01 -8.40466533E+03  2.76057037E-01 -8.71187852E+02  1.78715397E-01 -6.62578758E+03  6.59990851E-01 -4.61978293E+03  6.60060898E-01  4.53157546E+01  1.13367252E-02 -1.57616983E+02  5.27049410E-03 -1.12301229E+02  1.11904731E-02  5.90001366E+01  5.72868549E-05  3.48101626E+03  6.81713573E-03  1.04279920E-02  1.01251565E-08  6.56469413E-01  2.89831564E-04
 -3.50000000E+01  2.67532773E+03  7.40773572E-01 -9.30060869E+03  3.30709627E-01 -8.40536573E+03  2.80123645E-01 -8.71870775E+02  1.67676249E-01 -6.62528096E+03  6.92569654E-01 -4.56027936E+03  6.92387239E-01  4.53445021E+01  1.25589467E-02 -1.57637314E+02  5.59212668E-03 -1.12292812E+02  1.17289956E-02  5.90000458E+01  4.68750000E-05  3.48100545E+03  5.57812500E-03  1.04279759E-02  8.28493590E-09  7.94300135E-01  2.33628514E-04
 -3.60000000E+01  2.57217039E+03  6.11103053E+00 -9.07770517E+03  1.05426443E+01 -8.24113512E+03  9.10960178E+00 -8.13864851E+02  1.33558016E+00 -6.50553478E+03  4.52948296E+00 -4.42292074E+03  2.24881150E+00  4.44585816E+01  5.79769944E-02 -1.56916651E+02  9.18475627E-03 -1.12458070E+02  5.19099653E-02  5.78503900E+01  6.49924123E-02  3.34692292E+03  7.41719725E+00  1.02247797E-02  1.14870986E-05  7.39099566E-01  6.60610984E-04
 -3.70000000E+01  2.58782313E+03  6.32170966E-01 -9.10295754E+03  3.47229468E-01 -8.26300314E+03  2.69153295E-01 -8.17119234E+02  1.80847018E-01 -6.51513441E+03  6.20553280E-01 -4.36913441E+03  6.20553280E-01  4.46176402E+01  1.08994994E-02 -1.56947544E+02  5.98671606E-03 -1.12329904E+02  1.06991944E-02  5.80000000E+01  0.00000000E+00  3.36400000E+03  0.00000000E+00  1.02512226E-02  1.20219796E-17  8.59406396E-01  1.97526753E-04
 -3.80000000E+01  2.49021467E+03  3.25424919E+00 -8.92791472E+03  4.39220166E+00 -8.11492012E+03  4.47174101E+00 -7.91499796E+02  2.48996303E-01 -6.43770004E+03  1.35283730E+00 -4.27380995E+03  7.05157912E-01  4.37297191E+01  3.27763136E-02 -1.56783241E+02  1.72243025E-02 -1.13053522E+02  4.78538721E-02  5.69444761E+01  3.36769758E-02  3.24272580E+03  3.80549827E+00  1.00646638E-02  5.95224585E-06  7.82717022E-01  4.41316441E-04
 -3.90000000E+01  2.67380746E+03  8.39964969E-01 -9.30083999E+03  4.18978968E-01 -8.40568512E+03  2.88484005E-01 -8.71710158E+02  2.25149867E-01 -6.62703254E+03  7.57314828E-01 -4.32603254E+03  7.57314828E-01  4.53187704E+01  1.42366943E-02 -1.57641356E+02  7.10133836E-03 -1.12322585E+02  1.28358455E-02  5.90000000E+01  0.00000000E+00  3.48100000E+03  0.00000000E+00  1.04279678E-02  1.11853916E-17  7.22257476E-01  2.53212522E-04
 -4.00000000E+01  2.88201587E+03  7.30268539E-01 -9.60399843E+03  4.94790254E-01 -8.67883488E+03  3.87012865E-01 -8.97575685E+02  2.10686766E-01 -6.72198256E+03  6.94108181E-01 -4.28204299E+03  6.85130544E-01  4.72473169E+01  1.18343432E-02 -1.57446487E+02  6.25889669E-03 -1.10199170E+02  1.11647161E-02  6.09984894E+01  1.51592029E-03  3.72081721E+03  1.83426355E-01  1.07811912E-02  2.67931644E-07  8.48127659E-01  3.52785256E-04
 -4.10000000E+01  2.48749698E+03  6.57668780E-01 -8.96039908E+03  3.48780804E-01 -8.12584495E+03  2.79683040E-01 -8.13933873E+02  1.68427729E-01 -6.47290209E+03  6.05276066E-01 -4.13590209E+03  6.05276066E-01  4.36402980E+01  1.15380486E-02 -1.57199984E+02  6.11896244E-03 -1.13559686E+02  1.06188788E-02  5.70000000E+01  0.00000000E+00  3.24900000E+03  0.00000000E+00  1.00744774E-02  4.10621553E-18  7.25329774E-01  2.33106548E-04
 -4.20000000E+01  2.67533074E+03  7.09822930E-01 -9.30066608E+03  3.65635447E-01 -8.40550299E+03  3.20467547E-01 -8.71716963E+02  2.03456953E-01 -6.62533534E+03  6.54473137E-01 -4.14733534E+03  6.54473137E-01  4.53445888E+01  1.20308971E-02 -1.57638408E+02  6.19721020E-03 -1.12293819E+02  1.10927652E-02  5.90000000E+01  0.00000000E+00  3.48100000E+03  0.00000000E+00  1.04279678E-02  1.37601958E-17  8.40737452E-01  2.03490036E-04
 -4.30000000E+01  2.48793601E+03  6.27580796E-01 -8.96074255E+03  3.74201565E-01 -8.12622173E+03  3.01853254E-01 -8.13799261E+02  1.66378222E-01 -6.47280654E+03  6.20598349E-01 -4.02180654E+03  6.20598349E-01  4.36480002E+01  1.10101894E-02 -1.57206010E+02  6.56493924E-03 -1.13558009E+02  1.08876904E-02  5.70000000E+01  0.00000000E+00  3.24900000E+03  0.00000000E+00  1.00744774E-02  3.94572155E-18  8.83439672E-01  1.74449037E-04
 -4.40000000E+01  2.39436421E+03  6.09874564E-01 -8.80501159E+03  3.95937902E-01 -7.98913633E+03  3.14476210E-01 -7.97008413E+02  1.69237261E-01 -6.41064737E+03  5.82142999E-01 -3.94664737E+03  5.82142999E-01  4.27565038E+01  1.08906173E-02 -1.57232350E+02  7.07032005E-03 -1.14475846E+02  1.03954116E-02  5.60000000E+01  0.00000000E+00  3.13600000E+03  0.00000000E+00  9.89773214E-03  8.03662266E-18  6.64076422E-01  4.10490448E-04
 -4.50000000E+01  2.48610680E+03  6.75969368E-01 -8.95981468E+03  2.96146041E-01 -8.12559232E+03  2.71799257E-01 -8.13486980E+02  1.57059563E-01 -6.47370787E+03  6.69579072E-01 -3.90870787E+03  6.69579072E-01  4.36159088E+01  1.18591117E-02 -1.57189731E+02  5.19554479E-03 -1.13573822E+02  1.17470017E-02  5.70000000E+01  0.00000000E+00  3.24900000E+03  0.00000000E+00  1.00744774E-02  4.08569541E-18  6.73497745E-01  2.38646085E-04
 -4.60000000E+01  2.77788112E+03  6.87232071E-01 -9.45442233E+03  3.67896215E-01 -8.54328735E+03  3.17227432E-01 -8.85746508E+02  1.89345635E-01 -6.67654121E+03  6.72073070E-01 -3.91654121E+03  6.72073070E-01  4.62980187E+01  1.14538679E-02 -1.57573706E+02  6.13160201E-03 -1.11275687E+02  1.12012168E-02  6.00000000E+01  0.00000000E+00  3.60000000E+03  0.00000000E+00  1.06047130E-02  8.52122528E-18  8.95929575E-01  1.65144573E-04
 -4.70000000E+01  2.39316623E+03  7.93974622E-01 -8.80345477E+03  3.82036906E-01 -7.98803476E+03  3.04434531E-01 -7.96276062E+02  1.78679178E-01 -6.41028854E+03  6.35302565E-01 -3.77828854E+03  6.35302565E-01  4.27351112E+01  1.41781182E-02 -1.57204549E+02  6.82208756E-03 -1.14469438E+02  1.13446882E-02  5.60000000E+01  0.00000000E+00  3.13600000E+03  0.00000000E+00  9.89773214E-03  8.09489594E-18  8.06184703E-01  3.08208728E-04
 -4.80000000E+01  2.48752616E+03  6.73178796E-01 -8.96056151E+03  3.07758637E-01 -8.12639785E+03  2.62990554E-01 -8.13502985E+02  1.60452751E-01 -6.47303535E+03  6.66263680E-01 -3.73703535E+03  6.66263680E-01  4.36408098E+01  1.18101543E-02 -1.57202834E+02  5.39927379E-03 -1.13562024E+02  1.16888374E-02  5.70000000E+01  0.00000000E+00  3.24900000E+03  0.00000000E+00  1.00744774E-02  4.03037127E-18  7.97296467E-01  2.20172635E-04
 -4.90000000E+01  2.67620035E+03  6.98523915E-01 -9.30102479E+03  3.66839195E-01 -8.40571645E+03  2.84749390E-01 -8.71774066E+02  1.96394656E-01 -6.62482444E+03  6.45724761E-01 -3.73382444E+03  6.45724761E-01  4.53593280E+01  1.18393884E-02 -1.57644488E+02  6.21761314E-03 -1.12285160E+02  1.09444877E-02  5.90000000E+01  0.00000000E+00  3.48100000E+03  0.00000000E+00  1.04279678E-02  1.43354519E-17  8.28046151E-01  2.03671840E-04
